sentence,label
This is because the real intermediate level (the first Q-band) in porphyrins is close to the excitation wavelength (λex = 780 nm).,Model
"As a result, the contribution of this level into the two-photon cross section dominates over the rest of the intermediate levels.  discusses the application of the single intermediate level model to porphyrins in detail.",Model
"In the framework of this model, the two-photon cross section is proportional to: Here, subscripts 0, i and f refer to the ground, intermediate, and final excited states, respectively, Mi0 and Mif are the 0 → i and i → f transition dipole moments, respectively, Γ is the half width at the half maximum of the 0 → i transition, g(2νp) is the normalized lineshape function (in Hz–1), proportional to the cross-sectional contour of the final state, νp and νi0 are the photon frequency and the frequency of the 0 → i transition.",Model
"By applying the above formula to both dimer and monomer, we can express the ratio of the two cross sections as: where superscript D and M refer to dimer and monomer, respectively.",Model
"The three main factors contributing to the large TPA cross section of the dimer are the resonance enhancement term [(νi0 – νp)2 + Γ2]–1, the 0 → i transition dipole squared |Mi0|2, and the product of the i → f transition dipole squared and the normalized lineshape function |Mif|2g(2νp).",Model
"Under the conditions the experiments have been carried out, the non-zero results for this ratio can be explained only by assuming non-adiabatic coupling effects between different excited electronic states.",Model
"The interaction free energy between a particle (in this case bacterium) and a surface is described, from a theoretical point of view, as the sum of the Lifshitz–van der Waals, acid–base and electrical interaction free energies.",Model
"This theory, known as the extended DLVO (X-DLVO: Derjaguin, Landau, Verwey and Overbeek), provides the dependence of the interaction free energy with the separation distance.",Model
"The long-range Lifshitz–van der Waals and the short-range acid–base forces are obtained through the surface free energy of both interacting surfaces, expressed as the sum of the Lifshitz–van der Waals and acid–base surface free energy components (γLW and γAB, respectively).",Model
A diagram of the PES for this reaction is presented in Fig. 1.,Model
It is important to distinguish between product channels (2)–(4) and reaction paths (A)–(F) on the PES.,Model
"There are three reaction paths (A, C, and D) that lead to H + CO + CO2 products.",Model
These paths involve either a four-membered OCCO ring (III) or a three-membered OCO ring (II) as reaction intermediates.,Model
"Similarly, there are two reaction paths (B and F) leading to OH + CO + CO.",Model
The impedance models are usually represented by a repetitive spatial arrangement (transmission line) involving resistances and capacitors.,Model
"These elements pertain to the kinetic model that combines transport, reaction (or recombination) and charge accumulation processes.",Model
Impedance models have been developed to treat these situations.,Model
"The transmission line model used previously1,2 is indicated in Fig. 1c.",Model
"It corresponds to the expression where Rt is the diffusion resistance, Rrec is the recombination resistance, ωd = Dn/L2 is the characteristic frequency of diffusion in a finite layer (Dn being the electron diffusion coefficient), ωk is the rate constant for recombination, ω is the angular frequency and .",Model
The model of eqn. (1) is valid for homogeneous elements in the transmission line.,Model
"In addition, eqn. (1) considers only the modulation of the gradient of the Fermi level1 and not the current generators associated to position-dependent conductivity, as commented further below.",Model
"With these simplifications, the transmission line model can be solved analytically.",Model
"In the conditions of low recombination, Rt ≪ Rk, eqn. (1) reduces to the expression.",Model
"On the other hand, in conditions of large recombination, Rt ≫ Rk, the general impedance of eqn. (1) becomes the Gerischer impedance.",Model
Fig. 2 shows the impedance shapes corresponding to the transmission line model of Fig. 1c.,Model
"Curves 1–5 are well described by eqn. (2), while curves 7–8 correspond to Gerischer impedance in eqn. (3).",Model
"All impedances show at high frequency a diffusion line of slope 1, which is implied by eqn. (1), Z(ω) ∝ (iω)−1/2 at ω ≫ ωk.",Model
"In the conditions of low recombination (ωk < ωd) for curves 1–3, the 45° line of diffusion is a minor feature at high frequencies.",Model
"The impedance is largely dominated by the reaction arc, the second term in eqn. (2), with the characteristic frequency ωk.",Model
"In contrast, at high recombination ωk < ωd, the impedance behaviour is similar to semi-infinite diffusion, curve .8",Model
"Diffusion of a laterally moving particle within the membrane can be described by the temporal scaling behavior of the mean square displacement (MSD) in dependence on the time Δt23〈r2〉 = MSD(Δt) = 4DΔtαwhere r(t) is the particle position at the time t, D the diffusion coefficient and α the scaling exponent.",Model
"For normal Brownian diffusion, the exponent α remains 1.",Model
"All calculations were performed at the HF level of theory using 6-31G, 6-31G** and TZV basis sets.",Model
"In recent years, reactivity descriptors such as hardness, softness, Fukui function etc. have emerged as powerful tools in predicting the reactive sites of molecules.",Model
These reactivity descriptors are derived from density functional theory.,Model
"The fluid forms a laminar stream at the straight part, whereas laminar secondary flow occurs at the turning point of a microchannel.",Model
"This “laminar secondary flow” is the perpendicular flow to the principal laminar stream along the channel, and controlled easily by the channel structure and flow speed.",Model
"Thus, we can create any kind of fluidic system by changing the channel structure.",Model
"Furan⋯HCl evidently obeys this rule because it was shown to have a planar geometry of C2v symmetry, with the HCl lying along the C2 axis of the furan subunit so as to form a hydrogen bond to O. The experimental geometry of this complex is shown, drawn to scale, in Fig. 1, which also includes diagrams of related molecules.",Model
"This is clear from the structures shown in Fig. 1, which compares the experimental results for furan⋯HCl, furan⋯HBr and benzene⋯HBr.",Model
"In this theory, the colloid–colloid potential is split into two parts: a repulsive part modeled by the hard-core potential and an attractive part modeled by the square-well potential corrected by a linear tail.",Model
The effect of the strength of the interaction can be accounted for by varying the width of the square-well potential (simulated by γ parameter) while the range of the interaction—by changing the “slope” of the linear potential (simulated by λ parameter).,Model
"In this method, the free energy functional was constructed in terms of the one and two particle density distribution functions, both for the liquid and solid counterparts.",Model
The second approach which relies more on simple models follows closely the original ideas of van der Waals to account for the vapor–liquid transition.,Model
"In this theory, directed to charged colloidal suspension, the total potential energy of particles is assumed to be composed of an idealized hard-sphere repulsion to which a model attractive part is added.",Model
"The Gibbs–Bogoliubov inequality is then employed to construct the Helmholtz free energy in terms of a reference system free energy, and a correction consisting of a difference in potential energies of the model and reference systems, with the distribution function of the reference system taken to account for the thermal ensemble average.",Model
The model system studied in this paper is the attractive square-well plus a linear tail potential schematically shown in Fig. 1.,Model
The Krieger–Dougherty model was applied to describe the relation between relative high shear viscosity of the solution and volume fraction of the protein at both pD in order to elucidate the charge effect on the interaction potential.,Model
Of particular importance are the following chemical reactions: O(1D2) + H2O → 2 OHO(1D2) + N2O → 2 NOO(1D2) + N2O → N2 + O2Reaction (3) is the single most important primary source of HOx radicals in the troposphere while reaction (4a) is the dominant primary source of NOx radicals in the stratosphere.,Model
"Assuming that atmospheric destruction of O(1D2) is completely dominated by reactions (1) and (2) (reaction (3) can actually make a small but significant contribution under humid lower tropospheric conditions), eqns. (I) and (II) can be readily derived to represent the production rates of tropospheric HOx and stratospheric NOx, respectively: d[HOx]/dt = 2J[O3]k3[H2O]/(k1[N2] + k2[O2])d[NOx]/dt = 2J[O3]k4a[N2O]/(k1[N2] + k2[O2])In the above equations, J represents the first order rate coefficient for production of atmospheric O(1D2) via O3 photodissociation, i.e., d[O(1D2)]/dt = J[O3].",Model
"Clearly, accurate evaluation of the above production rates requires accurate rate coefficients for reactions (1) and (2) over the range of temperatures encountered in the troposphere and stratosphere.",Model
"In units of 10−11 cm3 molecule−1 s−1, the Arrhenius expressions currently recommended by the NASA panel are k1(T) = 1.8 exp(110/T) and k2(T) = 3.2 exp(70/T) while the expressions recommended by the IUPAC panel are k1(T) = 1.8 exp(107/T) and k2(T) = 3.2 exp(67/T).",Model
The electronic degree of freedom chosen for the propagation are the coefficients of the linear combination of atomic orbitals development where atomic orbitals are expressed upon Gaussian functions.,Model
The associated Lagrangian includes all the usual terms (the electronic and kinetic nuclear energy) plus a term that allows the classical propagation of the wave function.,Model
"Consequently, the nuclear degrees of freedom and the wave function evolve according to the Newton law and the minimisation energy procedure can be normally avoided.",Model
"Since the appearance of the CP method, most of the algorithms are based on the density functional theory (DFT) approach coupled with a plane wave basis set description of the electronic structure.",Model
"Even if it can be viewed as a small modification of the Fock matrix, hybrid functionals have the advantage of including a large part of the electronic correlation contrary to the HF method.",Model
The number of basis functions needed to describe molecular orbitals with a good accuracy is far smaller than with plane wave functions.,Model
Recently a different CP molecular dynamics approach has been proposed where the dynamics variables chosen to represent the electronic degree of freedom are the individual elements of the reduced one-particle density matrix expressed with Gaussian orbitals.,Model
"Instead of using a density matrix scheme, we use the original CP Lagrangian.",Model
"Consequently, the dynamics variables chosen to represent the electronic degree of freedom in this approach are the molecular orbitals ψi.",Model
"By means of a Verlet scheme, the nuclear coordinates and the coefficients of the LCAO development of each molecular orbital are jointly propagated in order to reproduce an accurate dynamical behaviour of the molecular system.",Model
These observations are interpreted within the framework of the TICT model.,Model
In 2.1 we will outline that in cases when long-range r−n interactions with 3 < n < 5 determine the phase transition the critical exponents will deviate from the Ising values.,Model
"It is well known that thioindigo and other indigo-derivatives shown in Scheme 1 (a) undergo photochromism, i.e., reversible trans–cis isomerization around the central CC bond on photo-excitation.",Model
The most abundant sialic acid in humans is N-acetylneuraminic acid (naH6; Scheme 1) which occurs predominantly as the terminal residue of protein- and lipid-based cell-surface glycoconjugates.,Model
"The interaction between Ca(ii) and naH6 has been investigated previously; the structure of a binary (1 : 1) complex determined from 1H and 13C NMR spectroscopy (Scheme 1) proposes Ca(ii) binds to naH6 (as the free acid, where β : α ∼ 92 : 8) via the carboxylate O1, OR, O7 and O8 groups.",Model
"The ternary Ca(ii)–oxoCr(v)–naH6 species (two geometrical isomers each) are assigned (Table 1) as {Ca2[CrO(O1,O2-naH4)2]}3+ (CaI (a,b)), {Ca2[CrO(O1,O2-naH4)(O8,O9-naH3)]}2+ (CaIII (a,b); Scheme 2) and {Ca2[CrO(O8,O9-naH3)2]}+ (CaVI (a,b); Scheme 2).",Model
"The chemically most relevant region, the first solvation sphere of K+, was treated by Born–Oppenheimer ab initio quantum mechanics using LANL2DZ basis sets, while the rest of the system was described by classical pair potentials.",Model
In section IV we use a Lorentzian distribution function.,Model
"In section VI we let the Lorentzian distribution function be peaked in the microwave region and apply the theory to the force between two water drops, between two air bubbles in water and finally between two human blood cells in blood.",Model
"For species that do not show reactions in the liquid phase these are (i) the gas phase diffusion described by the diffusion coefficient Dg, (ii) the actual transfer across the interface which is governed by the mass accommodation coefficient α, and (iii) the Henry's law saturation described in terms of HD0.5l.",Model
This can be converted to the SI units mol N−1 m−1 by mol N−1 m−1 = 9.87 × 10−3 mol l−1 atm−1.,Model
"γmeas, which is the net probability for the uptake of a molecule of the trace gas species that hits the surface, can be expressed according to the so-called resistance model as follows: Here v is the average thermal velocity of the gas phase molecules, R is the gas constant, T is the temperature, and t represents the time the liquid phase is exposed to the gas phase; Γg accounts for the effect of gas phase diffusion.",Model
"The electrostatic effects of the environment, which are expected to strongly affect the CI topology, are accounted for by a dielectric continuum model.",Model
"At the level of description adopted here (which allows for considerable generalization), the model involves (i) a description of the environment as a dielectric continuum (Section 2) which translates to a solvent coordinate picture, previously exploited in models for charge transfer reactions strongly coupled to large amplitude nuclear motion, see e.g.refs. 7, 25–29, in conjunction with (ii) a representation of the chromophore's electronic structure in a diabatic basis of states which are constructed such as to preserve their charge character in the nonadiabatic coupling region.",Model
This type of basis is best adapted to formulate the interaction with a polar and polarizable environment.,Model
"(The term diabatic is here meant in a loose sense, to describe a basis which has “smooth” properties and approximately diagonalizes the nuclear kinetic energy operator.)",Model
"In this first effort, we focus on a simple realization of such a basis in terms of valence bond (VB) type states suitable for the description of PSBs, as an extension of the two-electron two-orbital model by Bonačić-Koutecký, Koutecký, and Michl (Section 3).",Model
"The reactions studied can be written as C4H4NH + hν → H + C4H4NandC4H4ND + hν → D + C4H4N → H + C4H3NDThe two excitation wavelengths (243 and 217 nm) will be indicated below by unprimed and primed labels, where appropriate.",Model
"It is based on the correlation of the experimental dependence j(η,ω) with a theoretical expression together with some constraints that involve the use of the equilibrium polarisation resistance, which reduces the number of adjustable parameters.",Model
"It is based on the correlation of the experimental dependence j(η,ω) with a theoretical expression together with some constraints that involve the use of the equilibrium polarisation resistance, which theoretical dependence on the rotation rate is also derived.",Model
"As opposed to the non-local growth rule of the geometric model, the Monte Carlo (MC) simulations are characterized by statistical growth behavior in the following manner: a film is subdivided into cells, and the individual cells can crystallize depending on the state of their direct neighbors.",Model
"From saturation binding measurements, the maximum binding amount (Δmmax) and binding constant (Ka) could be obtained according to eqn. 1, where [SSA]0 is the initial concentration of SSA lectin.",Model
"An introduction of the RI technique conveniently starts from the definition〈f|g〉 = ∫ f(r1)r12−1g(r2)dτwhich fulfils all requirements of a scalar product: it is linear and positive definite, since 〈f|f〉 = 0 if and only if f = 0.",Model
ERIs are then simply written as (ab|cd) = 〈ab|cd〉.,Model
"Let us now introduce a set of functions labelled P, Q and the projection operator onto this space where MPQ denotes matrix elements of the inverse of 〈P|Q〉. is optimal in the sense is usually called ‘resolution of the identity’; its insertion into eqn. (1) yields the RI approximation for ERIs (using parentheses for two-electron integrals since this is common usage for the charge density notation) We similarly get a concise expression for the Coulomb energy J of a charge distribution ρ(r)which has an error (O||δρ||2) in the sense of eqn. (4).",Model
"The functions P, Q are usually termed auxiliary or fitting functions, since eqn. (6) implies that ρ is approximated as ρ ≈  = ρ.",Model
The approximation in eqn. (5) decomposes four-index ERIs into two- and three-index-terms which is its most important feature.,Model
"The formal O(N4) effort to evaluate (ab|cd), N = number of basis functions, is thus reduced to O(N3).",Model
"If the auxiliaries P, Q are chosen as atom-centered functions one further has to deal with three-centre integrals only, which leads to additional simplifications as will be demonstrated below.",Model
The errors introduced by the approximation in eqn. (5) are of no concern if optimized auxiliary functions are employed.,Model
"We will use throughout the text the notation υp, υf and υt to label the vibrational states of ring-puckering, flapping (or butterfly) and twisting motions, respectively.",Model
"The electronic transitions will be labelled using the notation Nn1n0, where N labels the normal mode, n0 is the vibrational quantum number for this mode in S0, and n1 is the corresponding value in S1.",Model
" A number of new concepts for trimming the basic physical equations to the requirements of a power semiconductor device model for circuit simulation have been proposed [42], [43], [53], [69], [75], [101], [117], [119], [122], [129], [134], [140].",Model
" Traditionally, the design tools for power circuits have employed very simple power semiconductor models, which only featured a digital switching (abrupt or linear) behavior as well as a fixed resistance in the conducting state.",Model
 This again means that high-quality power semiconductor device models for circuit simulation are required.,Model
This paper presents a survey of recent progress on SiC- and GaN-based power semiconductor devices along with their device models.,Model
Safety-critical software-intensive systems of systems require significant verification to ensure that they function as per requirements.,Model
 Verification is only one portion of ensuring systems function correctly and is typically a well defined activity for software development.,Model
" The traditional validation model of matching system specification to stakeholder requirements and expectations does not cater for software safety, where stakeholder requirements and expectations are simply that of a ldquosaferdquo system.",Model
We introduce a new model for validation of software safety requirements by proxy.,Model
"  This paper presents the Validation Metrics Framework, which is based on a new model for validation of software safety requirements.",Model
We use software metrics and risk level of each module for input variables (feature spaces).,Model
 Finding best grouping model from varied characteristics helps teacher group easily and further the whole learning results in cooperative learning.,Model
" It is an artificial intelligence model that imitated Revolutionary, Natural Selection & Survival of the fittest.",Model
" We consequently propose a SVM-based software classification model, whose characteristic is appropriate for early software quality predictions when only a small number of sample data are available.",Model
 A software quality model is a tool for focusing software enhancement efforts.,Model
"To build a predictive model, the number of changes (faults) is usually required.",Model
" We use heuristics for calculating the motivational force of all potential actions an employee has, in order to decide which he will choose.",Model
" Our work is inspired by the PECS-Reference-Model [12], which takes not only rational aspects but also emotional factors into account.",Model
 The latter is a probabilistic statistical model that estimates distributions of latent topics from textual documents.,Model
" For example, the fast collapsed Gibbs sampling generative model for LDA requires setting the number of iterations n and the Dirichlet distribution parameters a and β [17].",Model
Some key features of the McMaster model are evident in an earlier curriculum reform by medical faculty at Case Western Reserve University in the late 1950's.,Model
"Model Driven Development (MDD) introduced by the Object Management Group (OMG) ([Object Management Group, 2014]), is regarded as the next/ongoing paradigm shift in embedded software development.",Model
 The proposal of multi model process improvement framework would potentially improve the coordination of two process improvement frameworks and leads to better decision making for the organisation.,Model
" In this paper, the change of test coverage is represented by the generalized logistic function.",Model
" On the basic of this generalized test coverage function, a new software reliability growth model and a new fault defection model are proposed.",Model
" Through the evaluation and forecast software reliability growth model, developers can allocate resources in the best way to meet the deadline and the target reliability [1].",Model
The class of non-homogeneous Poisson process(NHPP) software reliability growth models is the most important type of software reliability growth model.,Model
Test coverage function(TCF) is an important part of the fault detection model and the software reliability models which are based on test coverage [5].,Model
" The relation between the number of detected faults and test coverage has been described by these test coverage functions, and there are several models have been proposed, like L-E model [2], Rayleigh model [6], L-G model [5], Beta model and Hyper Exponential(H-E) model [3].",Model
" There exists some software reliability growth models which incorporate test coverage in [3]–[4][5], [7].",Model
"  In the following parts, it will describe in detail the generalized logistic function and how to use it in defect prediction model and software reliability growth model.",Model
" [8, 18] proposed two simple and new software reliability growth models with Weibull-type and Logistic testingeffort function respectively, which attempt to account for the relationship among the calendar testing, the amount of testing-effort, and the number of software faults detected by testing.",Model
" According to the modeling means of variance decomposition and optimal linear non-homogeneous credibility estimator, the mathematic expression of this integrated evaluation model of software reliability based on Bayesian estimation was described in detail, and the solution of credibility factor was illustrated.",Model
 Our study hereby construct a hybrid model by combing operational profile based on Musa and Markov chain model and take full account of these two models to generate test suite.,Model
" Software process model (SDLC) is a framework [7], [8] it is a pre-planning of any software industry that tells how to develop a software product, there are some effective factors these are involved for selecting any software process model.",Model
 We shall be simulating iterative waterfall and incremental model under some assumption.,Model
 Traditional models like Water fall model is easy to understand and reinforces the notion of “define before design” and “design before code”.,Model
We propose a “waterfall” model from the subject of Software Engineering [9] to comprise these three types of important features.,Model
 This model integrates three types of important features and takes them into account respectively in the identification of BaseNP from top to bottom.,Model
" We have applied 80/20 rule (Pareto Principle, 1935) in software Waterfall process model, to reduce the effort and increase the performance.",Model
 The software Waterfall process model was evaluated and after applying 80/20 rule in the software Waterfall process model improved and efficient form of Waterfall Process Model has emerged.,Model
" Since the advent of the first model (waterfall model), many software development process models have been brought out, but the software development process model is still evolving.",Model
 Correctly to select or to build the software development process model is a key factor for the success of developing software.,Model
Software is a generic term for organized collections of computer data and instructions; it is amalgamation of machine understandable instructions that preside over the processor of computer to perform itemized operations.,Model
"The present research emphasizes a new model, i.e. Software Augmentation Isochronism model in order to perturb those barricades present with the previous approaches.",Model
  The factors that are kept in mind during the development of the present model are risk factor and cost factor.,Model
" The paper proposes a software development model called the Validation model, and a derived metric called the Agility metric that can measure software development agility.",Model
 The Waterfall model emphasizes early stage planning and identifies design flaws before they develop.,Model
" According to the comparison of OSI and TCP/IP, and research based on the OSI model implementation models and protocols of the Internet, and the OSI model of data transmission between the layers.",Model
" ISO International Standards Organization[3] as defined by the OSI model defines seven layers of function and it is a stepping stone for beginners network technology, but also analysis, evaluation based on a variety of network technologies - from the network is no longer mysterious, it is rational Follow, are based on evidence of.",Model
OSI seven layer network model is mainly to address the heterogeneous network interconnection compatibility issues encountered when.,Model
 This article based on the OSI Model in the model and the Internet Protocol.,Model
The work presented throughout this paper deals with the continuous research on the OSI model's applicability to convey a certain functionality in computer networks.,Model
 Section three of this article presents the mathematical notions that allow research to be continued through the OSI model and in section four the intermediary interaction layer is specified with the management perspective that is added through new technology functions.,Model
The OSI model has been subjected throughout the past three decades to various organizations of networking technology that have been developed and implemented in the world.,Model
"The model in itself is designed to help formulate networks having in mind what should be achieved, a theoretical agreement that is accomplished through mathematical formulation of a functionality that is made available through functions that are calculated having various capacity and time criteria [1].",Model
"Even if the OSI model is considered a theory having simplicity in it's design, the analysis scenarios and functioning cases that have been realized in the entire world, all depend on meeting an interconnection facet which is based on relations that exist between the OSI layered roles.",Model
We present a cellular automaton model of the OSI network layer.,Model
 Models of PSNs have been proposed and studied at different levels of abstraction and with different objectives in mind.,Model
 For this layer we developed a cellular automaton (CA) model [5].,Model
" In order to simulate our CA model of PSNs we developed a C++ simulation tool, called Netzwerk-1 [6].",Model
 An image watermarking model based on progressive visual cryptography is proposed to decide optimal number of shares.,Model
 We firstly create a generic model based on the above ideas and then we proposed our scheme that comprises of a combination of certificateless cryptography and secret sharing scheme.,Model
 This paper analyses the interaction between two models (named as MIMD-Poly and PIPD-Poly) of these generalized algorithms and the TCP variants in TCP/IP networks.,Model
"The two models are proposed namely, MIMD-Poly and PIPD-Poly.",Model
 The relationship between the health statement and claim risk may be very complex and impossible to be described by a function.,Model
" Especially, support vector machines (SVMs) are known as one of the most efficient discriminative models.",Model
" [7] have been proposed an online incremental feature learning to determine the optimal model complexity and prevent overfitting, by focusing on training of denoising autoencoders.",Model
" These include multivariate regression models, probabilistic Bayesian models, nearest neighbor classifiers, decision trees, adaptive decision trees, neural networks, symbolic rule learning and Support Vector Machine Learning [3].",Model
 Such a learning model emphasizes the training of the learners with the competency of knowledge integration.,Model
 We use a model by setting the fuzzy membership as a function of the distance between the point and its class center.,Model
" Our framework also identifies the behavioral components at a micro level, and can help us model behaviors of a group involved in learning.",Model
" Finally, the third stage uses the parameters measured in the previous two stages to understand and model group interactions, competencies, and collaborative behavior at a micro-level.",Model
 The initial weights of this deep neural model are obtained from the restricted Boltzmann machines.,Model
" In this paper, we increase the hidden layers and decrease the hidden units keeping the model complexity while improving its modeling capacity.",Model
" There are four most famous learning style models have been proposed: MBTI learning style assessment model (The Myers-Briggs Type Indicator), Kolb learning style model, Herrmann Whole Brain advantage test model (HBDI) and is widely used by Felder -Silverman learning style model.",Model
" In such attacks, the adversary typically knows the type and structure of the classifier, and attempts to learn the model parameters.",Model
" Here, use of property graph model is demonstrated for solution of state-of-affairs hybrid recommendation system, complexity of beneath integrated data structure and required course of actions.",Model
 We propose a graph-based structure in order to efficiently model job-job relationships with variable-length neighborhood sizes.,Model
We successfully model user preferences in terms of active jobs or predefined job categories.,Model
Our model utilizes a local propagation-based search strategy to generate personalized recommendations even when data is scarce.,Model
" In the context of the vigorous development of mobile communication, this paper raises the prospective that integrating the mobile technology into recommendation system to build a mobile intelligent recommendation model, and takes the social activities for example to realize the model.",Model
 The stacked autoencoders model is employed to extract the feature of input then reconstitution the input to do the recommendation.,Model
" The most popular model applied to CF is Matrix Factorization (MF), which provides a decomposition of the rating matrix into two matrices that represent both users and items in a latent factor space.",Model
"In order to incorporate side information into the DL based recommendation framework, the supervised neural recommendation (SNR) model is proposed.",Model
" In this work, we propose a recommendation model which uses semantic similarity between words as input to a 3-D Convolutional Neural Network in order to extract the temporal news reading pattern of the users.",Model
" Hence, our proposed route recommendation model can meet users with different needs.",Model
" Finally, to deal with the issue of multi-decision group recommendation, we model the recommendation process as a non-cooperative game to achieve Nash equilibrium and demonstrate the effectiveness of our proposed model with a case study experiment.",Model
" In our model, each student willingness is influenced by the similarity among students.",Model
" Recommendation system is a new way for information acquisition, which studies the user preference model, detects their potential demand and recommend their interested information.",Model
"An general decision layer text classification fusion model for higher precision, is proposed, which based on model theory of information fusion, and different classification algorithm of the feature layer fusion centre having different pre-processing, their classification results input into the decision layer fusion centre separately.",Model
" From the experiment and contrast, the text classification fusion model can improve the classification precision effectively.",Model
"Based on the model theory of information fusion, a decision layer text classification fusion model is proposed in this paper.",Model
" The fusion model has two layers, one is feature layer, which realizes feature classification, and the other is decision layer which treats the results input by feature layer and gets the fmal classification result.",Model
" Generally, the nearness among instances will be determined by a similarity or distance function.",Model
" In the first step, a model is built to describe a predetermined set of data classes or concepts.",Model
" In this work a, new objective function is formulated by adding the new term along with the distance between the pixels and cluster centers in the spectral domain.",Model
" To overcome this drawback, in this paper, we introduce a novel multi-surface proximal support machine classification model incorporating feature selection, which simultaneously implements classification and feature selection for improving the classification performance.",Model
"In order to further improve GEPSVM, in this paper, we introduce a novel multi-surface proximal support machine classification model incorporating feature selection (called GEPSVM_FS).",Model
 Gaussian mixture model (GMM) based classifier is employed for the final classification task.,Model
 A generative model for computational modeling of emotion is given in [6] which uses probability distribution in the valence-arousal space for classifying music.,Model
" In this paper, by introducing certain modifications we propose a simplified version of this model which is linear except for the calculation of the square-root value of the energy.",Model
" To this end, we propose a novel deep learning model, category-based deep canonical correlation analysis.",Model
"Semiconductor nanoparticles have generated much interest due to their unique electronic, optical, catalytic and electrochemical properties compared to their bulk forms.",Motivation
"CdS nanoparticles have potential applications as optoelectronic devices, lasers,photocatalysts, electrochemical cells, fluorescent labeling of cell organelles,etc. These exciting applications have focused attention on the synthesis, size control and organization of nanoclusters.",Motivation
One such aspect is the formation of thin films of semiconductor nanoparticles.,Motivation
Despite the significant interest in photonic structures there have been very few reports of the optical properties of nanostructured metal films of this type.,Motivation
The use of nanoparticles for in situ detection of specific reactions has significant potential to probe living cells and tissues.,Motivation
"For example, the detection in a cell of DNA or protein/receptor interactions will provide information of specific functionality.",Motivation
"However, one form of Raman spectroscopy, surface enhanced resonance Raman scattering (SERRS), has superior properties for labelling of nanoparticles.",Motivation
Raman scattering has many advantages in biological systems in that it provides a vibrational spectrum from aqueous solutions using visible wavelength lasers and detectors.,Motivation
For a dye to be an effective label for reproducible SERRS it must bind strongly to the surface even in the biological environment.,Motivation
Chiral recognition is a crucial phenomenon in biochemical systems as well as in technological applications.,Motivation
"It enables the rational design of pharmaceuticals, chiral sensors and molecular devices.",Motivation
"In asymmetric organic photochemistry, chiral recognition in the excited state is important to achieve enantioselectivity during photosensitization and quenching processes.",Motivation
Stereoselectivity in the triplet decay of chiral benzophenone–naphthalene bichromophoric systems.,Motivation
This appeared to be an adequate model system in order to investigate the possible stereoselectivity in the process by introducing chirality in the bichromophores.,Motivation
"These differences are not yet understood in terms of molecular structure, i.e. whether they arise from the replacement of Mo with Fe or from other differences in the enzyme structure.",Motivation
"Among various methods of solar energy conversion, the photocatalytic decomposition of water into H2 and O2 over semiconductor materials is one of the most challenging methods.",Motivation
"Much attention has been paid to this reaction, as it can potentially provide clean and renewable source for hydrogen fuel in the future.",Motivation
"In recent years the hypothetical existence of various poly-nitrogen species has attracted scientific attention, mainly from theoretical chemists.",Motivation
Of special interest has been the existence of new all-nitrogen anions like the N5− pentagon.,Motivation
"This anion remained elusive until very recently, yet long time predicted by computational chemists to be relatively stable due to a large aromatic character.",Motivation
Application interest for anions with very high dissociation capabilities exists e.g. as counter-ions for metal catalysts in organic synthesis and in modern non-aqueous (liquid and solid) electrolytes for lithium batteries.,Motivation
"However NACTs, as we show next, are related to spatial derivatives (namely derivatives with respect to nuclear coordinates) and therefore are associated with nearby Hilbert spaces.",Motivation
"This forces us to relate to interactions between Hilbert spaces and this is the main reason for making the study of electronic non-adiabatic effects more complicated than, for instance, single-surface studies that avoid them.",Motivation
"In case the Hilbert space is very large or even infinite this situation may cause insurmountable complications unless the Hilbert space breaks up into several subspaces, each comprising a small group of states.",Motivation
"While quantum chemical predictions have strongly suggested a decade ago the existence of mercury in its oxidation state +iv, no experimental evidence has been found yet.",Motivation
The possible existence of species with mercury in an oxidation state higher than +ii has been puzzling experimentalists and theoreticians for almost three decades.,Motivation
"An experimental verification of such high-valent mercury complexes is a fascinating target, as it would turn a group 12 element into a true transition metal.",Motivation
Ellipticine and its derivatives are highly toxic to malignant cells in culture2 and 2N-methyl-9-hydroxy-ellipticinium (2) and other ellipticine derivatives have reached the phase II of clinical trials.,Motivation
"Little is known, however, about the specific factors involved in stabilising ellipticine–DNA complexes.",Motivation
One of the possible approaches to evaluate various factors involved in the intercalator–DNA binding is computational chemistry.,Motivation
A comparison with the ab initio calculated data can help to evaluate the empirical potential results.,Motivation
"Charge transfer in DNA has been a subject of considerable interest in recent years.In addition to potential sensor and nanoelectronics applications, it has been suggested that charge migration may provide new insight into the direction of mutations upon oxidative stress.",Motivation
"This question is intimately related to the stability of the genome, its repair mechanism and the origin of molecular diseases emerging from DNA defects, including cancer.",Motivation
"Thus, kinetic data for this class of molecules are often necessary in the atmospheric model calculations.",Motivation
"For example, some unsaturated carbonyls with complex structures have recently been paid attention because these are possible intermediates of the formations of the secondary organic aerosols.",Motivation
"However, for complex molecules, there are only preliminarily kinetic data because of the high reactivity and difficulties in the preparation of these molecules.",Motivation
"On the other hand, a correlation of the plot for the reactions of O3 with unsaturated hydrocarbons is much poorer than that for the reactions of OH radical.",Motivation
The great difficulty is that in quantum chemistry these two forms of correlation cannot be cleanly separated.,Motivation
It is therefore relevant to ask the question whether HF atoms are too large or too small.,Motivation
Structure–activity correlations of solid catalysts and time-resolved studies generally require that the structure within a solid catalyst is probed simultaneously and at the same location where the catalysis and the structural changes occur.,Motivation
